,Latitude,Longitude,Killed Min,Killed Max,Injured Min,Injured Max,No. of Suicide Blasts,Year,Month,Day,Islamic Year,Islamic Month,Islamic Day,Blast Day Type Num,City Num,Province Num,Location Category Num,Location Sensitivity Num,Open/Closed Space Num,Target Type Num
208,34.0043,71.5448,14.0,15.0,15.0,24.0,1.0,2009,10,16,1430,10,27,2,40,4,9,0,0,5
209,33.718,73.0718,5.0,6.0,29.0,40.0,2.0,2009,10,20,1430,11,1,2,17,2,3,1,0,1
210,33.7645,72.3667,8.0,9.0,13.0,17.0,1.0,2009,10,23,1430,11,4,2,0,5,9,0,1,5
211,32.9303,72.8556,14.725714285714286,1.0,31.397260273972602,39.45986984815618,1.0,2009,10,24,1430,11,5,2,5,5,13,0,1,6
212,33.6058,73.0437,35.0,38.0,60.0,65.0,1.0,2009,11,2,1430,11,14,2,44,5,1,1,1,1
213,31.5451,74.3407,14.725714285714286,15.20625,10.0,25.0,1.0,2009,11,2,1430,11,14,2,26,5,13,0,1,6
214,34.0043,71.5448,12.0,19.0,35.0,45.0,1.0,2009,11,8,1430,11,20,0,40,4,8,1,1,3
215,34.0043,71.5448,14.725714285714286,3.0,5.0,7.0,1.0,2009,11,9,1430,11,21,0,40,4,13,0,1,6
216,34.1509,71.7359,32.0,34.0,60.0,100.0,1.0,2009,11,10,1430,11,22,2,7,4,8,1,1,1
217,34.0043,71.5448,10.0,13.0,47.0,70.0,1.0,2009,11,13,1430,11,25,2,40,4,9,0,1,5
218,32.9861,70.6042,7.0,8.0,22.0,29.0,1.0,2009,11,13,1430,11,25,2,2,4,13,0,0,6
219,34.0043,71.5448,14.725714285714286,12.0,25.0,35.0,1.0,2009,11,14,1430,11,26,2,40,4,13,0,1,6
220,34.0043,71.5448,14.725714285714286,3.0,31.397260273972602,43.0,1.0,2009,11,16,1430,11,28,2,40,4,13,0,1,6
221,34.0043,71.5448,20.0,22.0,46.0,50.0,1.0,2009,11,19,1430,12,2,2,40,4,5,0,1,3
222,35.2227,72.4258,1.0,2.0,11.0,30.0,1.0,2009,12,1,1430,12,14,2,55,4,15,2,0,3
223,33.718,73.0718,14.725714285714286,2.0,10.0,18.0,1.0,2009,12,2,1430,12,15,2,17,2,9,0,1,5
224,33.6058,73.0437,36.0,40.0,75.0,83.0,1.0,2009,12,4,1430,12,17,2,44,5,14,2,0,5
225,34.0043,71.5448,9.0,11.0,37.0,50.0,1.0,2009,12,7,1430,12,20,2,40,4,5,0,1,3
226,31.5451,74.3407,38.0,45.0,100.0,135.0,2.0,2009,12,7,1430,12,20,2,26,5,8,1,1,1
227,30.1886,71.4559,8.0,15.0,47.0,61.0,1.0,2009,12,8,1430,12,21,2,35,5,9,0,1,5
228,30.05,70.6333,24.0,33.0,55.0,70.0,1.0,2009,12,15,1430,12,28,2,8,4,15,2,1,3
229,32.9861,70.6042,14.725714285714286,0.0,31.397260273972602,0.0,1.0,2009,12,17,1430,12,30,2,2,4,15,2,0,3
230,34.8453,71.9046,14.725714285714286,12.0,28.0,35.0,1.0,2009,12,18,1431,1,1,2,29,4,14,2,0,6
231,34.0043,71.5448,1.0,3.0,21.0,24.0,1.0,2009,12,22,1431,1,5,2,40,4,11,1,0,4
232,34.0043,71.5448,4.0,5.0,24.0,25.0,1.0,2009,12,24,1431,1,7,2,40,4,13,0,1,3
233,33.718,73.0718,14.725714285714286,1.0,1.0,4.0,1.0,2009,12,24,1431,1,7,2,17,2,14,2,1,7
234,34.3597,73.4711,10.0,15.0,81.0,100.0,1.0,2009,12,28,1431,1,11,0,36,0,12,2,1,7
235,32.6018,70.9148,88.0,100.0,37.0,100.0,1.0,2010,1,1,1431,1,15,2,27,4,12,2,1,1
236,33.706,73.7242,14.725714285714286,4.0,11.0,12.0,1.0,2010,1,6,1431,1,20,2,52,0,9,0,1,5
237,34.0211,71.2874,14.725714285714286,8.0,31.397260273972602,11.0,1.0,2010,1,8,1431,1,22,2,23,4,14,1,1,7
238,34.0043,71.5448,14.725714285714286,0.0,31.397260273972602,6.0,1.0,2010,1,8,1431,1,22,2,40,4,13,0,1,6
239,33.8243,73.7949,14.725714285714286,1.0,1.0,2.0,1.0,2010,1,16,1431,2,1,2,42,0,10,0,1,6
240,32.226,70.3761,4.0,5.0,3.0,11.0,1.0,2010,1,23,1431,2,8,2,58,4,13,0,1,6
241,34.8718,71.5249,16.0,17.0,26.0,47.0,1.0,2010,1,29,1431,2,14,2,1,3,9,0,1,5
242,34.0211,71.2874,17.0,22.0,6.0,11.0,1.0,2010,2,10,1431,2,26,2,23,4,10,0,1,5
243,32.9861,70.6042,14.725714285714286,15.0,25.0,30.0,2.0,2010,2,11,1431,2,27,2,2,4,13,0,1,6
244,34.0211,71.2874,22.0,31.0,30.0,110.0,1.0,2010,2,18,1431,3,4,2,23,4,14,2,1,0
245,34.3333,73.2,14.725714285714286,1.0,4.0,10.0,2.0,2010,2,20,1431,3,6,2,31,4,13,0,1,6
246,35.2227,72.4258,7.0,13.0,37.0,41.0,1.0,2010,2,22,1431,3,8,2,55,4,10,0,1,5
247,33.1193,71.0951,14.725714285714286,4.0,23.0,24.0,2.0,2010,2,27,1431,3,13,0,20,4,13,0,1,6
248,33.5351,71.0713,12.0,14.0,30.0,35.0,1.0,2010,3,5,1431,3,19,2,14,4,10,1,1,1
249,31.5451,74.3407,13.0,14.0,80.0,100.0,1.0,2010,3,8,1431,3,22,2,26,5,11,0,1,5
250,31.5451,74.3407,43.0,57.0,90.0,100.0,2.0,2010,3,12,1431,3,26,2,26,5,9,0,1,5
251,35.2227,72.4258,14.0,17.0,52.0,60.0,1.0,2010,3,13,1431,3,27,2,55,4,13,0,1,6
252,32.226,70.3761,14.725714285714286,2.0,31.397260273972602,2.0,1.0,2010,3,29,1431,4,13,2,58,4,5,2,0,0
253,34.8718,71.5249,14.725714285714286,2.0,5.0,8.0,1.0,2010,3,29,1431,4,13,2,1,3,10,1,1,0
254,34.0043,71.5448,6.0,8.0,31.397260273972602,0.0,1.0,2010,4,5,1431,4,20,2,40,4,4,0,1,2
255,34.8453,71.9046,50.0,56.0,75.0,120.0,3.0,2010,4,5,1431,4,20,2,29,4,7,2,1,3
256,30.2095,67.0182,14.725714285714286,11.0,35.0,40.0,1.0,2010,4,16,1431,5,2,2,43,1,6,1,0,3
257,33.5833,71.4333,41.0,44.0,60.0,70.0,2.0,2010,4,17,1431,5,3,2,24,4,12,1,1,1
258,33.5833,71.4333,14.725714285714286,7.0,30.0,32.0,1.0,2010,4,18,1431,5,4,0,24,4,13,0,0,6
259,34.0043,71.5448,23.0,24.0,27.0,49.0,1.0,2010,4,19,1431,5,5,2,40,4,12,1,1,0
260,34.0043,71.5448,4.0,5.0,11.0,14.0,1.0,2010,4,28,1431,5,14,2,40,4,13,0,1,6
261,35.2227,72.4258,3.0,7.0,9.0,16.0,1.0,2010,5,1,1431,5,17,0,55,4,8,1,1,1
262,34.8718,71.5249,14.725714285714286,0.0,31.397260273972602,0.0,1.0,2010,5,2,1431,5,18,0,1,3,9,0,1,5
263,31.5451,74.3407,80.0,95.0,92.0,200.0,1.0,2010,5,28,1431,6,14,2,26,5,14,2,0,1
264,31.5451,74.3407,40.0,42.0,31.397260273972602,175.0,2.0,2010,7,1,1431,7,19,2,26,5,14,2,0,1
265,32.9746,70.1456,65.0,80.0,104.0,110.0,2.0,2010,7,9,1431,7,27,2,33,3,12,1,1,3
266,33.5833,71.4333,14.725714285714286,0.0,31.397260273972602,0.0,1.0,2010,7,12,1431,7,30,2,24,4,5,1,1,3
267,32.0791,72.6718,3.0,4.0,9.0,26.0,1.0,2010,7,18,1431,8,6,0,45,5,14,2,0,7
268,34.0322,73.0944,14.725714285714286,8.0,23.0,25.0,1.0,2010,7,26,1431,8,14,2,38,4,15,2,0,3
269,34.0043,71.5448,3.0,4.0,11.0,14.0,1.0,2010,8,4,1431,8,23,2,40,4,10,0,1,5
270,32.3202,69.8597,26.0,30.0,31.397260273972602,40.0,1.0,2010,8,23,1431,9,13,2,51,3,14,2,0,0
271,31.5451,74.3407,27.0,43.0,150.0,243.0,3.0,2010,9,1,1431,9,22,2,26,5,12,1,1,7
272,30.2095,67.0182,54.0,62.0,150.0,200.0,1.0,2010,9,3,1431,9,24,2,43,1,12,1,1,1
273,34.1982,72.0444,14.725714285714286,1.0,31.397260273972602,4.0,1.0,2010,9,3,1431,9,24,2,32,4,14,2,0,7
274,32.6018,70.9148,15.0,19.0,34.0,57.0,1.0,2010,9,6,1431,9,27,0,27,4,13,0,0,6
275,30.2095,67.0182,2.0,5.0,3.0,6.0,1.0,2010,9,9,1431,9,30,2,43,1,15,2,1,3
276,24.9918,66.9911,6.0,10.0,60.0,77.0,2.0,2010,10,7,1431,10,28,2,19,6,14,2,0,7
277,32.6018,70.9148,14.725714285714286,15.20625,5.0,14.0,1.0,2010,10,18,1431,11,10,2,27,4,12,1,1,1
278,34.1335,72.4702,2.0,5.0,10.0,13.0,1.0,2010,11,1,1431,11,24,2,54,4,13,0,1,6
279,33.6854,71.5131,61.0,76.0,70.0,132.0,1.0,2010,11,5,1431,11,28,2,10,4,14,2,0,7
280,24.9918,66.9911,16.0,20.0,100.0,140.0,1.0,2010,11,11,1431,12,5,2,19,6,9,0,0,5
281,33.8243,73.7949,14.725714285714286,0.0,31.397260273972602,2.0,1.0,2010,11,11,1431,12,5,2,42,0,10,1,1,5
282,32.3202,69.8597,14.725714285714286,1.0,31.397260273972602,8.0,1.0,2010,11,14,1431,12,8,0,51,3,8,1,1,0
283,32.935,70.6688,2.0,6.0,6.0,22.0,1.0,2010,11,30,1431,12,24,2,2,4,10,0,1,6
284,32.9746,70.1456,40.0,50.0,60.0,100.0,2.0,2010,12,6,1431,12,30,2,33,3,5,0,0,3
285,30.2095,67.0182,14.725714285714286,15.20625,10.0,12.0,1.0,2010,12,7,1432,1,1,2,43,1,16,1,1,3
286,33.5833,71.4333,18.0,20.0,31.397260273972602,32.0,1.0,2010,12,8,1432,1,2,2,24,4,16,1,1,1
287,33.5351,71.0713,10.0,17.0,16.0,30.0,1.0,2010,12,10,1432,1,4,2,14,4,6,1,0,1
288,33.718,73.0718,14.725714285714286,1.0,31.397260273972602,2.0,1.0,2010,12,23,1432,1,17,2,17,2,14,2,0,7
289,34.0043,71.5448,14.725714285714286,4.0,31.397260273972602,24.0,1.0,2010,12,24,1432,1,18,2,40,4,13,0,1,1
290,34.8718,71.5249,42.0,47.0,80.0,105.0,1.0,2010,12,25,1432,1,19,0,1,3,4,0,0,6
291,34.3597,73.4711,14.725714285714286,7.0,31.397260273972602,65.0,1.0,2010,12,27,1432,1,21,2,36,0,12,2,1,7
292,32.935,70.6688,18.0,20.0,15.0,20.0,1.0,2011,1,12,1432,2,8,2,2,4,14,2,0,1
293,31.5451,74.3407,11.0,17.0,71.0,80.0,1.0,2011,1,25,1432,2,21,2,26,5,13,0,1,7
294,34.8718,71.5249,14.725714285714286,0.0,31.397260273972602,0.0,1.0,2011,1,27,1432,2,23,2,1,3,9,0,1,5
295,34.0043,71.5448,5.0,7.0,14.0,16.0,1.0,2011,1,31,1432,2,27,2,40,4,10,0,1,6
296,34.1982,72.0444,28.0,36.0,35.0,50.0,1.0,2011,2,10,1432,3,7,2,32,4,9,0,1,5
297,32.9746,70.1456,14.725714285714286,1.0,31.397260273972602,3.0,1.0,2011,2,11,1432,3,8,2,33,3,13,0,1,6
298,34.503,71.9046,1.0,3.0,31.397260273972602,39.45986984815618,1.0,2011,2,12,1432,3,9,2,30,4,15,1,0,5
299,32.935,70.6688,14.725714285714286,15.20625,31.397260273972602,4.0,1.0,2011,2,19,1432,3,16,2,2,4,13,0,1,6
300,24.9918,66.9911,14.725714285714286,0.0,31.397260273972602,0.0,1.0,2011,3,1,1432,3,26,2,19,6,12,1,1,1
301,33.5351,71.0713,5.0,9.0,30.0,36.0,1.0,2011,3,3,1432,3,28,2,14,4,10,1,1,6
302,34.0043,71.5448,37.0,43.0,31.397260273972602,52.0,1.0,2011,3,9,1432,4,4,2,40,4,12,1,1,0
303,33.5351,71.0713,5.0,8.0,25.0,30.0,1.0,2011,3,24,1432,4,19,2,14,4,13,0,1,6
304,34.1335,72.4702,10.0,13.0,12.0,23.0,1.0,2011,3,30,1432,4,25,2,54,4,13,0,1,3
305,34.1509,71.7359,14.725714285714286,12.0,20.0,42.0,1.0,2011,3,31,1432,4,26,2,7,4,12,1,1,3
306,33.6854,71.5131,14.725714285714286,1.0,2.0,8.0,1.0,2011,4,1,1432,4,27,2,10,4,8,1,1,0
307,30.05,70.6333,42.0,50.0,100.0,114.0,2.0,2011,4,3,1432,4,29,0,8,4,14,2,1,7
308,34.8453,71.9046,7.0,9.0,22.0,30.0,1.0,2011,4,4,1432,4,30,2,29,4,8,1,1,0
309,30.2095,67.0182,14.725714285714286,1.0,17.0,19.0,1.0,2011,4,7,1432,5,3,2,43,1,15,2,1,6
310,34.8718,71.5249,14.725714285714286,5.0,5.0,8.0,1.0,2011,4,23,1432,5,19,2,1,3,10,1,1,0
311,34.1509,71.7359,82.0,95.0,128.0,140.0,2.0,2011,5,13,1432,6,10,2,7,4,9,0,1,5
312,30.05,70.6333,14.725714285714286,3.0,31.397260273972602,9.0,1.0,2011,5,14,1432,6,11,2,8,4,1,1,1,1
313,34.0043,71.5448,8.0,11.0,41.0,48.0,1.0,2011,5,25,1432,6,22,2,40,4,13,0,0,6
314,33.5351,71.0713,28.0,32.0,55.0,60.0,1.0,2011,5,26,1432,6,23,2,14,4,13,0,1,6
315,34.8718,71.5249,14.725714285714286,8.0,31.397260273972602,11.0,1.0,2011,5,28,1432,6,25,2,1,3,8,1,1,0
316,34.0322,73.0944,18.0,19.0,28.0,45.0,1.0,2011,6,5,1432,7,3,0,38,4,9,0,0,5
317,34.0043,71.5448,32.0,35.0,80.0,107.0,1.0,2011,6,12,1432,7,10,0,40,4,8,1,1,1
318,33.718,73.0718,1.0,2.0,4.0,6.0,1.0,2011,6,13,1432,7,11,2,17,2,1,1,1,1
319,31.8238,70.9095,14.725714285714286,10.0,3.0,5.0,1.0,2011,6,25,1432,7,23,2,9,4,13,0,0,6
320,34.0043,71.5448,14.725714285714286,7.0,25.0,26.0,1.0,2011,7,11,1432,8,10,2,40,4,8,1,1,3
321,32.3202,69.8597,14.725714285714286,15.20625,31.397260273972602,2.0,1.0,2011,7,21,1432,8,20,2,51,3,10,1,1,2
322,32.3202,69.8597,14.725714285714286,1.0,31.397260273972602,7.0,1.0,2011,7,24,1432,8,23,0,51,3,9,0,1,5
323,32.9746,70.1456,14.725714285714286,1.0,31.397260273972602,0.0,1.0,2011,8,6,1432,9,6,2,33,3,8,1,1,5
324,34.0043,71.5448,0.0,2.0,31.397260273972602,12.0,1.0,2011,8,11,1432,9,11,2,40,4,13,0,1,6
325,34.0211,71.2874,47.0,60.0,70.0,130.0,1.0,2011,8,19,1432,9,19,2,23,4,14,2,0,1
326,30.2095,67.0182,11.0,13.0,12.0,25.0,1.0,2011,8,31,1432,10,2,0,43,1,14,2,1,7
327,32.6018,70.9148,3.0,2.0,14.0,25.0,1.0,2011,9,1,1432,10,3,0,27,4,13,0,1,6
328,30.2095,67.0182,26.0,28.0,60.0,82.0,2.0,2011,9,7,1432,10,9,2,43,1,9,0,0,5
329,34.8453,71.9046,26.0,34.0,63.0,75.0,1.0,2011,9,15,1432,10,17,2,29,4,12,1,1,1
330,24.9918,66.9911,14.725714285714286,8.0,4.0,7.0,1.0,2011,9,19,1432,10,21,2,19,6,13,0,1,6
331,34.0322,73.0944,14.725714285714286,2.0,31.397260273972602,39.45986984815618,1.0,2011,10,28,1432,12,1,2,38,4,13,0,1,6
332,34.1335,72.4702,14.725714285714286,3.0,31.397260273972602,9.0,1.1159420289855073,2011,11,7,1432,12,11,2,54,4,5,0,1,3
333,24.9918,66.9911,5.0,7.0,31.397260273972602,1.0,1.0,2011,11,16,1432,12,20,2,19,6,10,1,1,6
334,24.9918,66.9911,14.725714285714286,1.0,31.397260273972602,39.45986984815618,1.0,2011,11,18,1432,12,22,2,19,6,15,1,0,5
335,32.935,70.6688,4.0,6.0,18.0,19.0,1.0,2011,12,24,1433,1,29,2,2,4,9,0,1,5
336,32.5737,74.0786,14.725714285714286,2.0,31.397260273972602,39.45986984815618,1.0,2012,1,3,1433,2,9,2,13,5,12,1,1,1
337,34.0043,71.5448,14.725714285714286,2.0,19.0,28.0,1.0,2012,1,3,1433,2,9,2,40,4,8,1,0,1
338,34.0211,71.2874,14.725714285714286,3.0,7.0,9.0,1.0,2012,1,3,1433,2,9,2,23,3,8,1,1,1
339,31.8238,70.9095,4.0,8.0,7.0,10.0,3.0,2012,1,14,1433,2,20,2,9,4,13,0,1,6
340,34.0043,71.5448,3.0,4.0,7.0,8.0,1.0,2012,1,30,1433,3,7,2,40,4,15,1,1,0
341,32.9746,70.1456,21.0,28.0,31.397260273972602,36.0,1.0,2012,2,17,1433,3,25,2,25,3,8,1,1,1
342,35.1977,71.8749,1.0,1.0,3.0,3.0,1.0,2012,2,16,1433,3,24,2,62,3,8,1,1,1
343,34.0043,71.5448,0.0,4.0,31.397260273972602,6.0,3.0,2012,2,24,1433,4,2,2,40,4,13,0,0,6
344,34.0043,71.5448,0.0,1.0,31.397260273972602,6.0,1.0,2012,3,3,1433,4,10,0,40,4,10,0,1,3
345,31.8238,70.9095,14.725714285714286,0.0,31.397260273972602,3.0,1.0,2012,3,4,1433,4,11,0,9,4,10,1,1,6
346,34.0043,71.5448,14.0,15.0,30.0,33.0,1.0,2012,3,11,1433,4,18,0,40,4,12,1,1,3
347,34.0043,71.5448,1.0,1.0,2.0,5.0,1.0,2012,3,15,1433,4,22,2,40,4,13,1,1,6
348,34.0211,71.2874,5.0,13.0,9.0,10.0,1.0,2012,3,23,1433,4,30,2,23,4,14,1,1,0
349,24.9918,66.9911,4.0,7.0,12.0,14.0,1.0,2012,4,5,1433,5,13,2,19,6,10,1,1,6
350,34.8718,71.5249,24.0,26.0,40.0,75.0,1.0,2012,5,4,1433,6,13,2,1,3,8,1,1,6
351,34.0043,71.5448,2.0,3.0,31.397260273972602,5.0,1.0,2012,6,12,1433,7,22,2,40,4,10,1,1,0
352,30.2095,67.0182,13.0,14.0,20.0,30.0,1.0,2012,6,28,1433,8,8,2,43,1,10,1,1,7
353,32.935,70.6688,2.0,7.0,2.0,8.0,1.0,2012,7,16,1433,8,26,2,2,4,13,0,0,6
354,34.0043,71.5448,0.0,2.0,18.0,21.0,1.0,2012,9,3,1433,10,16,2,40,4,4,1,1,2
355,32.9746,70.1456,14.0,15.0,40.0,80.0,1.0,2012,9,10,1433,10,23,2,25,3,8,1,1,1
356,33.6854,71.5131,13.0,20.0,39.0,41.0,1.0,2012,10,13,1433,11,27,0,10,4,8,2,1,0
357,34.3943,72.6151,5.0,6.0,7.0,10.0,1.0,2012,11,4,1433,12,19,0,4,4,10,1,1,0
358,34.0043,71.5448,6.0,8.0,28.0,37.0,1.0,2012,11,7,1433,12,22,2,40,4,10,0,1,6
359,24.9918,66.9911,0.0,3.0,18.0,23.0,1.0,2012,11,8,1433,12,23,2,19,6,9,0,1,5
360,32.9746,70.1456,0.0,0.0,3.0,4.0,1.0,2012,11,19,1434,1,5,2,33,3,10,1,1,3
361,24.9918,66.9911,3.0,4.0,4.0,7.0,1.0,2012,11,21,1434,1,7,2,19,6,14,0,1,7
362,33.6058,73.0437,12.0,20.0,25.0,40.0,1.0,2012,11,21,1434,1,7,2,44,5,14,0,1,7
363,31.8238,70.9095,5.0,6.0,70.0,80.0,1.0,2012,11,25,1434,1,11,0,9,4,8,0,1,7
364,32.3202,69.8597,5.0,8.0,10.0,18.0,1.0,2012,11,29,1434,1,15,2,51,3,10,1,1,0
365,34.0043,71.5448,14.725714285714286,15.20625,6.0,10.0,1.0,2012,12,4,1434,1,20,2,40,4,13,0,1,6
366,32.3202,69.8597,2.0,3.0,20.0,25.0,1.0,2012,12,5,1434,1,21,2,51,3,9,0,1,5
367,34.0043,71.5448,14.725714285714286,9.0,17.0,20.0,1.0,2012,12,22,1434,2,9,0,40,4,15,0,0,3
368,30.2095,67.0182,51.0,93.0,116.0,121.0,2.0,2013,1,10,1434,2,28,2,43,1,8,0,0,1
369,33.5351,71.0713,24.0,27.0,40.0,50.0,1.0,2013,2,1,1434,3,20,2,14,4,14,0,1,1
370,33.5351,71.0713,7.0,15.20625,8.0,23.0,1.0,2013,2,14,1434,4,4,2,14,4,9,0,1,5
371,32.935,70.6688,0.0,0.0,1.0,39.45986984815618,4.0,2013,2,14,1434,4,4,2,2,4,13,0,1,6
372,30.2095,67.0182,64.0,84.0,180.0,200.0,1.0,2013,2,16,1434,4,6,2,43,1,8,2,1,1
373,34.0043,71.5448,5.0,15.20625,7.0,39.45986984815618,2.0,2013,2,18,1434,4,8,2,40,4,11,0,0,3
374,34.0043,71.5448,2.0,4.0,22.0,47.0,2.0,2013,3,18,1434,5,6,2,40,4,11,0,1,3
375,32.9746,70.1456,8.0,22.0,20.0,35.0,1.0,2013,3,23,1434,5,11,0,37,3,9,0,1,5
376,34.0043,71.5448,5.0,12.0,11.0,35.0,1.1159420289855073,2013,3,29,1434,5,17,2,40,4,8,0,1,5
377,34.0043,71.5448,16.0,18.0,49.0,60.0,1.0,2013,4,16,1434,6,6,2,40,4,8,0,1,1
378,32.9746,70.1456,7.0,9.0,8.0,18.0,1.0,2013,4,16,1434,6,6,2,37,3,9,0,1,5
379,34.8718,71.5249,4.0,4.0,4.0,4.0,1.0,2013,4,20,1434,6,10,2,1,3,11,0,1,1
380,30.2095,67.0182,6.0,6.0,37.0,40.0,1.0,2013,4,23,1434,6,13,2,43,1,15,0,1,1
381,34.0043,71.5448,8.0,10.0,30.0,45.0,1.1159420289855073,2013,4,29,1434,6,19,2,40,4,8,0,1,1
382,28.0,68.6667,1.0,1.0,2.0,2.0,1.1159420289855073,2013,5,1,1434,6,21,0,49,6,10,1,1,1
383,33.5351,71.0713,12.0,12.0,35.0,40.0,1.1159420289855073,2013,5,7,1434,6,27,2,14,4,8,0,1,1
384,32.935,70.6688,2.0,3.0,23.0,27.0,1.1159420289855073,2013,5,8,1434,6,28,2,2,4,13,0,1,6
385,24.9918,66.9911,2.0,2.0,3.0,5.0,1.1159420289855073,2013,5,11,1434,7,1,0,19,6,9,2,1,5
386,30.2095,67.0182,6.0,7.0,45.0,68.0,1.1159420289855073,2013,5,12,1434,7,2,0,43,1,13,0,1,6
387,34.0043,71.5448,3.0,3.0,2.0,2.0,1.1159420289855073,2013,5,24,1434,7,14,2,40,4,14,0,1,7
388,32.9746,70.1456,14.725714285714286,15.20625,2.0,2.0,1.1159420289855073,2013,6,3,1434,7,24,2,37,3,9,0,1,5
389,30.2095,67.0182,12.0,14.0,19.0,19.0,1.1159420289855073,2013,6,15,1434,8,6,2,43,1,3,1,1,1
390,30.2095,67.0182,11.0,11.0,31.397260273972602,39.45986984815618,1.1159420289855073,2013,6,15,1434,8,6,2,43,1,6,1,0,6
391,34.1982,72.0444,27.0,34.0,52.0,60.0,1.1159420289855073,2013,6,18,1434,8,9,2,32,4,12,1,1,1
392,34.0043,71.5448,14.0,15.0,28.0,30.0,1.1159420289855073,2013,6,21,1434,8,12,2,40,4,14,0,0,1
393,30.2095,67.0182,28.0,30.0,65.0,70.0,1.1159420289855073,2013,6,30,1434,8,21,0,43,1,14,0,1,1
394,33.5351,71.0713,6.0,8.0,10.0,10.0,1.1159420289855073,2013,7,8,1434,8,29,2,14,4,8,0,1,1
395,27.6833,68.8667,8.0,9.0,30.0,30.0,2.0,2013,7,25,1434,9,17,2,53,6,13,1,1,5
396,32.9746,70.1456,43.0,50.0,180.0,200.0,2.0,2013,7,26,1434,9,18,2,25,4,8,0,1,1
397,30.2095,67.0182,30.0,38.0,50.0,60.0,1.0,2013,8,8,1434,10,1,0,43,1,13,0,1,6
398,34.0043,71.5448,78.0,81.0,100.0,145.0,2.0,2013,9,22,1434,11,16,0,40,4,14,0,1,1
399,30.9222,66.4447,6.0,8.0,10.0,16.0,1.0,2013,10,2,1434,11,26,2,6,1,11,0,1,3
400,33.5351,71.0713,15.0,17.0,22.0,22.0,1.0,2013,10,3,1434,11,27,2,14,4,15,0,1,0
401,32.3202,69.8597,2.0,2.0,2.0,2.0,1.1159420289855073,2013,10,11,1434,12,6,2,51,3,9,0,1,5
402,31.8238,70.9095,8.0,9.0,30.0,30.0,1.1159420289855073,2013,10,16,1434,12,11,0,9,4,15,0,1,1
403,32.935,70.6688,0.0,0.0,7.0,7.0,1.1159420289855073,2013,11,16,1435,1,13,0,2,4,10,0,1,5
404,32.9746,70.1456,7.0,7.0,1.0,1.0,1.1159420289855073,2013,11,19,1435,1,16,2,37,3,12,0,1,0
405,34.0211,71.2874,0.0,0.0,26.0,26.0,1.1159420289855073,2013,11,22,1435,1,19,2,23,4,11,2,0,3
406,33.6058,73.0437,3.0,3.0,14.0,39.45986984815618,1.1159420289855073,2013,12,17,1435,2,14,2,44,5,14,2,1,1
407,32.9746,70.1456,5.0,5.0,25.0,34.0,1.1159420289855073,2013,12,18,1435,2,15,2,37,3,9,0,1,5
408,24.9918,66.9911,2.0,2.0,20.0,21.0,1.1159420289855073,2013,12,20,1435,2,17,2,19,6,8,2,1,6
409,30.2095,67.0182,2.0,3.0,30.0,31.0,1.1159420289855073,2014,1,1,1435,2,29,2,43,1,16,0,1,1
410,33.5351,71.0713,2.0,2.0,2.0,2.0,1.1159420289855073,2014,1,6,1435,3,5,2,14,4,3,0,1,1
411,24.9918,66.9911,3.0,3.0,7.0,11.0,1.1159420289855073,2014,1,9,1435,3,8,2,19,6,10,1,1,6
412,33.6058,73.0437,13.0,13.0,15.0,15.0,1.1159420289855073,2014,1,20,1435,3,19,2,44,5,8,0,1,5
413,34.0043,71.5448,14.725714285714286,6.0,31.397260273972602,8.0,1.1159420289855073,2014,1,23,1435,3,22,2,40,4,17,0,1,6
414,24.9918,66.9911,3.0,3.0,0.0,1.0,1.1159420289855073,2014,1,29,1435,3,28,2,19,6,9,0,1,5
415,34.0043,71.5448,9.0,9.0,25.0,50.0,1.1159420289855073,2014,2,4,1435,4,4,2,40,4,7,2,0,1
416,30.2999,71.9308,0.0,0.0,5.0,5.0,1.1159420289855073,2014,2,7,1435,4,7,2,21,5,10,1,1,6
417,34.0043,71.5448,4.0,4.0,3.0,3.0,1.1159420289855073,2014,2,10,1435,4,10,2,40,4,15,1,1,1
418,24.9918,66.9911,11.0,13.0,36.0,47.0,1.1159420289855073,2014,2,13,1435,4,13,2,19,6,13,0,1,6
419,34.0043,71.5448,2.0,3.0,8.0,10.0,1.1159420289855073,2014,2,24,1435,4,24,2,40,4,10,0,1,5
420,33.718,73.0718,11.0,11.0,24.0,29.0,1.1159420289855073,2014,3,3,1435,5,2,2,17,2,11,2,1,3
421,34.0043,71.5448,8.0,11.0,32.0,45.0,1.1159420289855073,2014,3,14,1435,5,13,2,40,4,13,0,1,6
422,24.9918,66.9911,2.0,4.0,2.0,15.0,1.1159420289855073,2014,4,24,1435,6,24,2,19,6,8,0,1,6
423,34.0043,71.5448,4.0,5.0,9.0,11.0,1.1159420289855073,2014,5,11,1435,7,12,0,40,4,14,0,0,1
424,33.5689,72.6378,5.0,5.0,5.0,5.0,1.1159420289855073,2014,6,4,1435,8,6,2,11,5,10,1,1,5
425,28.28,62.35,23.0,30.0,7.0,16.0,1.1159420289855073,2014,6,8,1435,8,10,0,56,1,7,0,0,1
426,24.9918,66.9911,14.725714285714286,28.0,31.397260273972602,24.0,1.1159420289855073,2014,6,9,1435,8,11,2,19,6,17,0,1,6
427,34.0043,71.5448,1.0,2.0,5.0,5.0,1.1159420289855073,2014,6,19,1435,8,21,2,40,4,15,2,0,1
